35.22.16.99,139.24.59.78
34.29.53.5,133.26.37.6
34.29.57.9,133.25.28.5
34.29.43.7,133.24.46.7
34.29.30.5,133.24.17.1
34.29.23.6,133.24.1
34.29.18.9,133.23.30.2
34.29.16.4,133.22.32.7
34.29.8,133.21.54.4
34.29.5.5,133.21.42.2
34.29.8.8,133.21.1.1
34.29.4,133.20.17.5
34.23.5.5,132.27.11.3
34.23.25.8,132.25.28.1
34.22.49.1,132.21.36.6
34.20.59.2,132.19.9.5
34.26.48.9,132.40.31.8
34.26.3,132.38.42.6
34.23.32.7,132.33.58.2
34.14.46.1,132.13.23.1
34.14.31.6,132.13.17.9
34.24.1.2,132.47.24
34.22.39.7,132.29.39.3
34.22.48.7,132.28.10
34.23.5.4,132.27.5.9
34.23.15.1,132.26.21.1
34.19.25.8,132.18.59.8
34.22.5.7,132.26.15
34.22.8.2,132.26.5
34.22.12.9,132.25.49.3
34.22.23.3,132.25.20
34.15.32.8,132.31.30.4
34.15.31.5,132.31.33.4
34.14.50.9,132.33.22.1
34.14.45.4,132.33.30.5
34.24.27.1,132.27.37.5
34.23.47.2,132.27.28.7
34.23.33,132.27.24.1
34.23.51.3,132.27.30.3
34.23.57.2,132.27.32.4
34.24.16.2,132.27.30.4
34.24.23,132.27.33.1
34.24.36.9,132.27.45.3
34.26.39.2,132.28.30.1
34.27.2.9,132.28.35.9
34.27.53.3,132.28.39.6
34.14.7.4,132.36.20.9
34.13.51.3,132.37.23.1
34.13.49.6,132.37.28.5
34.13.48,132.37.33.8
34.13.40.2,132.37.59.3
34.13.32.9,132.38.38
34.13.14.2,132.39.48.1
34.13.51,132.41.29.2
34.15.0.7,132.43.10.4
34.18.52.1,132.48.13.6
34.18.55.1,132.48.22.3
34.14.54.2,132.34.14.6
34.13.57,132.37.5.3
34.19.45.9,132.38.44.7
34.37.29.5,132.43.16.3
34.22.49.2,132.33.13
34.21.29.6,132.13.10.2
34.14.11.4,132.12.57
34.15.18.6,132.54.25.9
34.30.15.1,132.40.4.7
34.12.4.1,132.34.15.3
34.32.43.1,133.22.51.7
33.57.26.6,130.55.16.4
34.7.52.6,132.12.3.7
34.10.38.6,132.13.46.7
33.59.22.2,130.57.3.6
33.59.27.5,130.59.28.3
33.59.39.2,130.59.27.6
33.58.11.4,131.13.54
33.56.31.9,131.15.18.2
33.56.32.2,131.16.31.7
33.57.33.8,131.14.4.5
33.58.32.6,131.11.25.4
34.8.8,131.25.22.6
34.1.49.1,131.51.41.9
34.9.50.5,131.26.37.9
34.11.27.3,130.55.59.8
33.57.17.4,130.55.12.7
34.7.27.6,130.54.46.7
33.58.37.3,131.12.23.1
34.20.41.7,131.44.5.3
34.0.21.2,130.55.29.2
34.0.21.9,131.11.1.5
33.57.45.2,130.56.30.5
33.57.53,131.56.51.2
34.0.20.4,130.55.58.5
34.11.35.6,131.4.31.5
34.7.58.2,131.25.34.4
34.0.26.5,130.55.29.4
34.4.34.2,131.46.18.6
34.1.41.8,131.51.12.6
34.3.16.1,131.47.55.3
34.2.35,131.33.51.7
34.2.57.7,131.32.8.5
34.9.45.8,131.29.16.4
34.4.5.4,131.33.20.1
34.3.56.7,131.33.7
34.3.28.3,131.22.4.4
34.1.37.7,131.0.30.8
33.59.16.4,130.57.2
34.15.2.2,131.31.22.5
33.57.40.3,132.6.9.2
33.58.14.5,131.13.50.6
34.0.16.9,131.10.40.2
34.2.5.6,130.54.47.9
34.28.12.2,131.26.38
34.23.17.3,131.19.26.6
34.3.32.9,131.1.33.1
33.58.23.3,131.55.28.4
34.25.2.9,131.4.32.5
34.4.27.5,131.23.40.3
34.1.36.8,131.22.5.1
34.0.27.6,130.56.38.8
34.16.41.8,131.33.7.3
34.8.45.2,134.35.36.6
34.2.33.8,134.33.7.1
34.3.32,134.33.18.4
34.2.34.3,134.33.7.6
33.53.23.5,134.39.28.3
34.3.25.8,134.14.19
34.4.8.7,134.26.59.7
34.4.19.1,134.29.3.1
34.4.20.7,134.29.59.7
34.2.14.9,134.3.46.5
34.5.1.7,134.27.24.5
34.7.8.3,134.31.10.8
34.13.38.3,134.35.56.5
34.5.59.7,134.34.59.5
33.58.27.3,134.37.13.4
34.3.33.7,134.6.26
34.6.57.8,134.31.8.3
34.0.39.1,133.46.57.4
33.35.42.9,134.21.9.9
34.2.33.2,134.3.3.7
34.0.54.4,134.33.40.9
33.58.35.7,134.36.48.3
34.4.26.4,134.32.51.5
34.4.18,134.33.9.4
34.4.21.3,134.32.59.2
34.4.17.9,134.33.29.4
34.7.26.1,134.34.35.1
34.0.5.5,134.34.30.5
34.10.18.6,134.36.24.2
34.7.59.8,134.34.29.1
34.5.10.3,134.33.7.8
34.5.12.4,134.32.41.8
34.4.13.2,134.32.46.4
34.4.31.1,134.27.31.2
33.40.16.6,134.25.13
34.5.11.3,134.32.58.6
34.4.43.4,134.32.18.6
34.5.5.6,134.31.21.9
34.6.21,134.33.23.3
34.0.43.6,133.47.8.8
34.7.12.9,134.26.7.4
34.7.12.9,134.26.7.4
34.7.10.3,134.25.59.2
34.1.18.5,134.32.4.3
34.1.31.1,134.32.19.5
34.18.31,134.0.58.7
34.7.9.8,133.40.38.4
34.6.14.2,133.39.46.3
34.4.37.9,133.38.15.4
34.20.27.5,134.3.14.5
34.18.44,134.1.52.2
34.19.1.6,133.54.13.1
34.18.2.3,134.8.20.9
34.13.32.2,133.51.49.2
34.11.22.4,133.50.26.8
34.20.34.1,134.1.40.5
34.19.17.6,133.50.52.6
34.13.36.9,133.55.44.9
34.13.2.3,133.56.52.8
34.17.35.5,133.47.51
34.15.46,133.49.39.6
34.7.6.3,133.47.59.9
34.8.6.7,133.41.10.1
34.16.27.9,134.1.35.6
34.18.5.6,134.5.24.8
34.19.13.2,134.10.59
34.18.19.9,133.59.51.7
34.17.49.1,134.7.23.7
34.16.46.3,133.59.44.1
34.11.31.4,133.49.37.3
34.11.14.7,133.49.48.6
34.18.9,134.14.34
34.19.20.8,134.10.14.8
34.20.29.9,134.7.59
34.20.34.7,134.7.46.9
34.14.33.5,133.45.47
34.20.24.6,134.3.42.9
34.19.47.6,134.2.46.6
34.19.24,134.2.34.1
34.18.19.6,133.59.55.8
34.18.22.1,133.59.25.5
34.17.50.8,133.57.17.1
34.16.1.8,133.47.60
34.15.48.2,133.47.36
34.16.46.8,133.59.45.2
34.15.14.9,133.56.44
34.15.4.3,133.54.58.6
34.11.25.5,133.49.41.3
34.20.26.7,134.3.21.1
34.20.28.5,134.3.10.2
34.15.32.3,133.46.55.9
34.14.15.5,133.47.40.5
34.13.3.7,134.25.1.9
34.20.21.5,134.5.23.7
34.18.19.2,134.4.23.9
34.19.18.8,134.4.25.5
34.20.4.7,134.3.55.6
34.18.2.2,134.5.23.9
34.17.15.5,134.1.53
34.17.27.8,134.0.54.4
34.20.39.8,134.0.42.4
34.20.36.6,134.0.27.9
34.20.34.5,134.0.21.7
34.20.55.2,134.2.51
34.18.37.6,133.53.56
34.15.25.2,133.48.40.1
34.17.47.5,133.48.31.5
34.8.5.1,133.41.41.3
34.20.26.4,134.1.53
34.15.36.1,133.48.26.8
34.20.30.4,134.1.46.8
34.17.48.4,134.4.24.7
34.19.58.5,134.6.23
34.20.1.9,134.4.23.3
34.20.5.1,134.3.51.3
34.17.6.6,134.2.45.2
34.15.59.2,134.1.30.4
34.16.3.5,133.59.6.1
34.18.12.4,134.2.8.5
34.19.7.5,133.51.58.7
34.19.43.5,133.52.48.6
34.18.23.9,133.49.6.7
34.15.38.7,133.49.8.8
34.15.18.8,133.51.36.7
34.14.2.6,133.46.33.5
34.11.49.3,133.50.24.6
34.12.35.2,133.42.52.4
34.20.6.7,134.3.31.5
34.17.54.7,134.3.28.8
34.17.13.5,133.47.22.5
34.16.48.9,134.11.28.1
34.14.8.7,134.20.52.6
34.7.24.6,133.46.44
34.19.25.6,133.49.51.4
32.57.48.7,132.33.30
33.52.58.5,132.45.6.7
33.22.47.5,132.30.10
34.3.44.9,132.57.27.3
33.59.15.1,133.33.51.6
33.56.14.5,133.5.10
33.50.20.6,132.46.31.4
33.55.26.8,132.45.37.4
33.59.24.3,133.35.37.8
33.59.30.6,133.34.44.8
34.1.20,133.0.40.8
33.13.7.9,132.34.2.4
33.59.4.6,133.33.29.5
33.58.54,133.33.18.8
33.47.53.1,132.54.11
33.17.2.2,132.32.21.8
33.56.38.7,133.18.49.1
33.51.29.9,132.45.32.9
33.51.35.2,132.45.32.8
33.15.58.3,132.33.43.6
34.3.25.6,132.58.25.2
33.47.41.6,132.47.12.6
33.58.53.7,133.32.20.2
33.53.48.5,133.7.11.4
33.3.0.4,132.28.56.2
33.54.55,133.10.18.3
33.49.35.9,132.46.59.9
33.55.53.6,133.12.10.9
33.49.17.8,132.45.20.4
33.53.2.2,132.45.6.5
33.50.8.9,132.45.31.2
34.0.6.9,133.33.58.9
33.50.8.3,132.46.33.4
33.48.6,132.49.38.1
33.49.44.1,132.47.12.2
33.57.30.6,133.25.50.2
33.45.35.7,132.42.17.6
33.45.55.8,132.42.20.9
33.50.19.4,132.47.56.3
33.51.51.4,132.49.0
33.35.54.3,132.29.31.2
33.28.40.1,132.40.3.3
33.53.2.1,132.43.26.8
33.25.38.7,132.30.19.3
33.22.46.3,132.38.37.3
33.7.4.6,132.30.45.7
33.33.24.4,133.34.49.4
33.33.30.5,133.33.18
33.32.33.5,133.29.56.7
33.44.0.3,130.28.34.1
33.42.35.9,130.27.22.4
33.28.44.5,130.32.20.1
33.19.32.7,130.31.25.8
33.16.9.9,130.32.18.2
33.37.35.9,130.27.25.4
33.34.6,130.19.54.9
33.34.18.8,130.14.26.6
33.52.53,130.50.11.8
33.48.39.1,130.56.53.8
33.39.1.1,130.40.11.1
33.9.50.1,130.24.15
33.13.21,130.36.18.9
33.13.22.9,130.36.47.1
33.19.49.2,130.30.42.1
33.21.56.3,130.40.48
33.37.36.7,130.50.11
33.41.20.5,130.47.40.8
33.41.21.4,130.51.16.6
33.42.20.2,130.46.36.9
33.40.6.7,131.1.21.1
33.37.12.1,131.7.34.7
33.1.25.4,130.26.9.8
33.12.59.8,130.32.3.1
33.38.3.8,130.40.56.8
33.37.38.5,130.40.15.8
33.33.53.4,130.42.24.5
33.30.37.5,130.27.39.1
33.28.9.2,130.34.24.3
33.42.14.3,130.56.47.2
33.53.31.4,130.44.43.2
33.50.41.5,130.44.59.5
33.53.23.9,130.44.55.6
33.52.33.1,130.52.24.7
33.50.23.6,130.53.49.6
33.50.18.7,130.52.27.3
33.55.32,130.56.37.8
33.49.38.6,130.51.54.1
33.32.45.8,130.20.47.4
33.33.2.1,130.19.13.8
33.30.32.9,130.19.59
33.32.12,130.23.25.1
33.34.34.5,130.24.50.2
33.33.53.5,130.27.22.5
33.35.18.6,130.23.13.2
33.37.53.1,130.26.58.1
33.35.2.6,130.24.45.2
33.37.23.5,130.24.53.6
33.34.26.2,130.24.18.1
33.41.53.7,130.26.12.6
33.33.46.4,130.21.14.6
33.33.54.3,130.22.34
33.34.38.2,130.25.0.3
33.34.55.8,130.26.8.7
33.34.57.1,130.22.55.9
33.32.32.3,130.19.33.1
33.40.49.3,130.26.11
33.39.50.7,130.26.47.2
33.31.24.3,130.20.12
33.33.34.9,130.20.11.1
33.32.52.3,130.20.50.6
33.44.18.4,130.28.50.6
33.44.5.2,130.28.35.4
33.35.37.8,130.25.29.4
33.34.41.1,130.26.44.9
33.17.50.8,130.31.39.3
33.36.23.2,130.26.15.4
33.35.31,130.24.37.4
33.35.23.1,130.24.18.7
33.35.6.2,130.23.27.6
33.34.24.3,130.22.5.1
33.34.1.1,130.20.35.2
33.34.4.4,130.20.9.1
33.34.8,130.17.46.6
33.32.44.4,130.26.33.9
33.32.30.3,130.25.39.7
33.32.30.8,130.25.32
33.32.19.7,130.24.22.5
33.32.35.2,130.22.59.2
33.33.54.5,130.14.28.2
33.3.53.6,130.28.4.7
33.2.16.8,130.27.13.5
33.17.6.3,130.30.36.9
33.45.2.6,130.29.35
33.51.25.2,130.42.38.8
33.52.3.7,130.46.37.7
33.52.3,130.47.2.8
33.52.16.6,130.49.23.5
33.52.50.5,130.50.33.8
33.52.19.6,130.52.14.7
33.48.39.5,130.56.47.5
33.45.35.2,130.58.46.7
33.44.54.4,130.58.47.9
33.37.27.5,130.40.52.4
33.38.39.4,130.46.54.1
33.39.7.5,130.48.13.3
33.37.12.5,130.30.2.2
33.35.25.3,130.40.22.9
33.35.7.7,130.40.6.1
33.41.22.9,130.43.29.1
33.39.35.5,130.41.11.8
33.28.59.3,130.32.17.2
33.52.12.2,130.58.18.7
33.53.7.2,130.52.40.7
33.52.48.2,130.52.14.3
33.51.5.3,130.52.42.9
33.51.0.1,130.52.42.1
33.50.42,130.52.59.4
33.50.29.6,130.53.31.2
33.51.22,130.45.41.8
33.53.5.8,130.43.49
33.52.49,130.43.6.9
33.36.3.8,130.26.57.5
33.35.0.8,130.26.14.1
33.33.11.2,130.26.10.5
33.33.48.7,130.24.54.8
33.33.1.8,130.24.41.8
33.17.34.4,130.11.22.4
33.26.6.4,130.0.22.7
33.15.12.6,130.19.16.8
33.23.49.5,129.58.41.2
33.26.1.2,130.0.2.6
33.16.7.4,129.52.42.7
33.17.37.2,130.12.0.2
33.13.12.6,130.3.37.3
33.16.35.3,130.18.49.7
33.12.24.8,130.2.49.5
33.12.46.2,130.6.13.1
33.16.9.2,129.52.33.1
33.16.18.8,130.16.15.7
33.11.49.3,130.1.57.7
33.21.18.2,130.28.40.5
33.20.34,130.26.25.5
33.23.42,130.31.30.7
33.10.52.7,129.53.9.1
33.11.5.6,129.59.48.3
33.16.22.6,129.53.25.7
33.13.10.7,130.8.42.1
33.12.42.2,130.18.47.7
33.14.20.2,130.18.7.1
33.17.24.1,130.17.52.4
33.12.36.2,130.2.41.4
33.14.20.1,130.17.59.8
33.24.56.1,129.59.42.5
33.14.21.8,130.18.29.2
33.21.45.2,130.30.15.6
33.22.53.2,130.29.57
33.7.32.5,130.3.43.9
33.14.51.8,130.19.21.2
33.16.57.5,130.17.53.7
33.14.42.6,130.16.16.2
33.16.34.4,130.17.35.7
33.6.43.7,130.5.12.7
33.14.24.6,130.18.51.8
33.15.22.5,130.16.25.6
33.20.32.7,129.55.14.4
33.17.34.6,130.17.6.5
32.54.28.6,129.57.19.6
32.45.47.2,129.56.10.8
33.8.34.1,129.48.1.5
33.10.13.8,129.43.21.6
33.2.26.5,129.54.37.6
32.68.14.3,129.84.19
32.42.42.6,129.51.59.8
32.45.30.7,129.52.5.4
32.48.25.3,129.50.51.1
32.51.34.7,129.48.24.5
33.12.44.2,129.41.49.9
33.11.15.5,129.43.5.2
33.18.22.2,129.37.48.1
32.44.42.2,130.22.10.1
33.12.45.5,129.79.98.8
32.45.23.8,130.22.19.7
32.59.14,129.46.26.4
33.7.55.3,129.47.54.2
32.42.46.9,129.52.1.5
32.49.47.4,130.10.23.4
33.3.45.8,129.45.51.4
32.50.2.2,129.50.32.2
32.43.15.5,129.51.19.8
32.54.18.4,129.57.27.1
32.53.53.1,129.57.36.5
32.50.21.8,130.1.25.4
32.50.14.3,130.0.52.1
33.9.6,129.46.46.1
33.9.17.8,129.46.19.3
33.9.27.8,129.45.57.7
32.50.18.4,130.2.11.4
32.44.45.1,129.52.19.7
32.46.26.5,129.51.44.9
32.48.34.1,129.50.43.1
32.46.26.5,129.51.44.9
32.40.58.5,129.50.33.3
32.84.63.5,130.4.16
32.45.7.5,129.52.19.6
32.46.7.6,129.51.50.9
32.45.44.1,129.51.55.5
32.49.58.7,130.43.16.2
32.46.8,130.41.33.4
32.43.52.4,130.41.2.9
32.46.4.1,130.43.28.1
32.39.14.2,130.30.2.3
32.29.4.1,130.36.28.1
32.11.49.8,130.49.45.7
32.13.31.9,130.45.51.9
32.15.40.4,130.56.4.3
32.20.15.6,130.6.55.4
32.30.31.9,130.35.49.7
32.38.48.6,130.40.35.4
32.38.32.3,130.45.14
32.41.20.8,130.59.1.8
32.51.55.2,130.35.35.3
32.59.12.3,130.28.31
32.58.58.3,130.48.55.3
33.4.54,131.7.25.7
32.31.35.4,130.35.6
32.44.2,130.46.8.8
32.48.24,130.48.40.2
32.44.20.1,130.44.48.8
32.58.7.2,131.2.32.9
32.20.0.4,130.4.52.9
32.45.56.1,131.14.36.6
32.58.46.6,130.48.14.3
32.54.29.8,130.50.17.5
32.59.15.2,130.25.52.1
32.54.46.2,130.58.9.4
32.47.59,130.43.3.5
32.46.5.3,130.38.10.5
32.48.57.5,130.45.27.9
32.51.2.9,130.44.18.1
32.48.53.9,130.44.14.6
33.0.51,130.41.6
32.53.55.5,130.40.44.2
32.53.50.5,130.40.43
32.51.35.5,130.42.33.7
32.49.44,130.43.21.4
32.49.21.9,130.43.20.3
32.48.22.5,130.42.52.2
32.48.8.3,130.42.47
32.48.3.5,130.42.45.2
32.47.59,130.42.42.5
32.45.48.8,130.41.23.8
32.45.10.6,130.41.13.2
32.30.5.3,130.37.27.6
32.30.11.9,130.36.40.9
32.56.11.2,131.4.55.9
32.48.17,130.44.50.9
32.55.10.8,130.38.25.9
32.59.0.1,130.26.19.2
33.0.6.5,130.26.19.1
32.37.18.6,130.52.25.7
32.12.47.9,130.45.17.5
32.50.22.8,130.54.54.9
32.53.36.6,130.48.16.8
32.59.40,130.40.54.9
32.12.50.5,130.45.16.3
32.55.43.3,131.11.25
32.48.15.7,130.42.30
32.48.4.8,130.42.55.5
32.47.41.2,130.43.30.9
32.47.23.8,130.43.56.8
32.47.27.7,130.46.51.2
32.45.53.2,130.40.19
32.48.35.6,130.46.13.9
32.48.27.4,130.44.39.3
32.49.38.6,130.47.6.5
32.48.15.2,130.46.30.5
33.18.4.1,131.30.8.2
32.59.10.7,131.50.22.1
33.3.22.1,131.36.38
32.48.57.4,131.42.49.4
32.59.38.7,131.19.57.8
33.9.14.7,131.39.42.8
33.15.54.8,131.21.31.9
33.17.0.9,131.28.51.6
33.13.55.2,131.37.32.9
33.34.45.3,131.11.10.2
33.22.46.6,131.15.48.2
33.18.50,130.56.16.3
33.33.25,131.44.1
33.35.56.1,131.10.45.1
33.18.45.8,131.30.3.2
33.14.49.4,131.34.53.7
33.8.58,131.39.26.8
33.11.3.2,131.34.13.3
33.24.55.6,131.32.59.7
33.31.59.2,131.23.37.5
33.13.58.9,131.36.36.6
33.14.2.6,131.19.27.5
33.23.46,131.26.18.1
33.10.30.1,131.35.27.6
32.57.3.2,131.22.17.8
33.15.40.8,131.21.22.9
31.55.8.2,131.24.41.7
31.50.44.8,131.26.38.2
32.13.42.1,131.32.47.3
31.40.5,131.27.39.5
32.40.0.5,131.42.12.4
31.56.14.9,131.25.38.6
32.3.2.7,130.45.53.2
32.25.4.6,131.37.31.3
32.13.40.2,131.9.2.5
32.24.15.2,131.34.39.4
32.24.35.6,131.35.44.1
31.58.27.1,131.26.24.1
31.56.59,131.25.47.3
31.46.8.3,131.5.38.5
31.42.39.4,131.27.29.9
31.43.0.7,131.3.39
32.3.52.6,131.29.17.2
32.3.23,131.28.42.3
31.55.8.1,131.25.25.6
31.55.4.1,131.25.24.7
31.55.4.8,131.24.57.9
31.46.17,131.5.46.2
31.44.6.8,131.4.8.2
32.32.42.3,131.40.40.5
32.25.53.3,131.37.45
32.25.45.1,131.37.49
31.55.17.8,131.27.7.4
31.57.28.6,131.23.45.5
32.33.30.9,131.40.32.9
31.54.15.9,131.25.39.1
32.29.59.3,131.26.49.7
32.30.34.9,131.40.39.8
31.55.6.8,131.20.26.5
32.6.52.8,130.20.6.9
31.44.5.4,130.41.32.1
31.26.41.9,131.2.51.9
31.31.59,130.31.16.9
31.20.4.5,130.25.2.3
31.34.29.9,130.31.49.9
31.23.11.5,130.51.46.5
30.25.18.9,130.34.25.6
31.50.53.2,130.14.58.4
31.46.34.9,130.18.0.4
31.39.44.4,130.29.11.1
31.37.49.3,130.31.28.2
31.36.19.1,130.32.14
31.35.36.9,130.33.9.7
31.41.54.8,131.0.25.1
31.43.1.4,130.37.9.6
31.36.32.3,130.34.9.1
31.36.14.5,130.33.49.3
31.17.56,130.18.29
31.22.28.6,130.21.40.1
31.30.25.5,130.30.41.8
31.32.20.4,130.32.5.1
31.32.33.4,130.32.24.5
31.33.19,130.32.43.5
31.33.26.1,130.32.49.1
31.34.54.3,130.33.44.9
31.35.28.5,130.33.23.5
31.15.42.8,130.37.37.9
31.24.20.5,130.31.48.6
31.27.1.7,130.30.54.1
31.27.15.2,130.43.32.3
31.23.53.6,130.53.23
31.29.10.7,130.41.51.4
31.28.34.4,131.6.11.1
31.29.21.1,130.42.0.4
31.24.25.6,130.51.0.9
31.23.40.5,130.56.51
31.25.24.8,130.45.32.2
31.50.8.9,129.51.59.8
31.42.25.8,129.44.28.2
28.13.38.5,129.22.2.6
28.10.29,129.20.58.7
28.9.46.8,129.17.24.5
28.9.53.8,129.17.27.8
28.16.22.8,129.17.42.5
28.15.20.1,129.19.51.4
26.19.13.3,127.45.32.7
26.19.57.5,127.47.53.7
26.11.50.3,127.42.4.3
26.22.45.1,127.51.22.7
26.21.7.7,127.49.3.7
26.11.35.2,127.39.35.2
26.7.1.4,127.40.7.3
26.16.2.7,127.43.2.8
26.15.43.7,127.42.46.2
26.27.15.2,127.54.59
26.27.15.2,127.55.8.8
26.20.6.2,127.47.19.8
